"Town/County","FIPS","Year","Measure Type","Variable","Value"
"Andover","0901301080",2002,"Number","Total Housing Units",1198
"Andover","0901301080",2003,"Number","Total Housing Units",1198
"Andover","0901301080",2004,"Number","Total Housing Units",1198
"Andover","0901301080",2005,"Number","Total Housing Units",1198
"Andover","0901301080",2006,"Number","Total Housing Units",1198
"Andover","0901301080",2007,"Number","Total Housing Units",1198
"Andover","0901301080",2008,"Number","Total Housing Units",1198
"Andover","0901301080",2009,"Number","Total Housing Units",1198
"Andover","0901301080",2010,"Number","Total Housing Units",1198
"Andover","0901301080",2011,"Number","Total Housing Units",1317
"Andover","0901301080",2012,"Number","Total Housing Units",1317
"Andover","0901301080",2013,"Number","Total Housing Units",1317
"Andover","0901301080",2014,"Number","Total Housing Units",1317
"Andover","0901301080",2015,"Number","Total Housing Units",1317
"Andover","0901301080",2016,"Number","Total Housing Units",1317
"Andover","0901301080",2002,"Number","Government Assisted",25
"Andover","0901301080",2003,"Number","Government Assisted",25
"Andover","0901301080",2004,"Number","Government Assisted",24
"Andover","0901301080",2005,"Number","Government Assisted",24
"Andover","0901301080",2006,"Number","Government Assisted",24
"Andover","0901301080",2007,"Number","Government Assisted",26
"Andover","0901301080",2008,"Number","Government Assisted",26
"Andover","0901301080",2009,"Number","Government Assisted",26
"Andover","0901301080",2010,"Number","Government Assisted",25
"Andover","0901301080",2011,"Number","Government Assisted",24
"Andover","0901301080",2012,"Number","Government Assisted",24
"Andover","0901301080",2013,"Number","Government Assisted",24
"Andover","0901301080",2014,"Number","Government Assisted",24
"Andover","0901301080",2015,"Number","Government Assisted",24
"Andover","0901301080",2016,"Number","Government Assisted",18
"Andover","0901301080",2002,"Number","CHFA/USDA Mortgages",30
"Andover","0901301080",2003,"Number","CHFA/USDA Mortgages",17
"Andover","0901301080",2004,"Number","CHFA/USDA Mortgages",14
"Andover","0901301080",2005,"Number","CHFA/USDA Mortgages",15
"Andover","0901301080",2006,"Number","CHFA/USDA Mortgages",15
"Andover","0901301080",2007,"Number","CHFA/USDA Mortgages",19
"Andover","0901301080",2008,"Number","CHFA/USDA Mortgages",22
"Andover","0901301080",2009,"Number","CHFA/USDA Mortgages",21
"Andover","0901301080",2010,"Number","CHFA/USDA Mortgages",21
"Andover","0901301080",2011,"Number","CHFA/USDA Mortgages",20
"Andover","0901301080",2012,"Number","CHFA/USDA Mortgages",22
"Andover","0901301080",2013,"Number","CHFA/USDA Mortgages",29
"Andover","0901301080",2014,"Number","CHFA/USDA Mortgages",32
"Andover","0901301080",2015,"Number","CHFA/USDA Mortgages",31
"Andover","0901301080",2016,"Number","CHFA/USDA Mortgages",22
"Andover","0901301080",2002,"Number","Deed Restrictions",0
"Andover","0901301080",2003,"Number","Deed Restrictions",0
"Andover","0901301080",2004,"Number","Deed Restrictions",0
"Andover","0901301080",2005,"Number","Deed Restrictions",9
"Andover","0901301080",2006,"Number","Deed Restrictions",0
"Andover","0901301080",2007,"Number","Deed Restrictions",0
"Andover","0901301080",2008,"Number","Deed Restrictions",0
"Andover","0901301080",2009,"Number","Deed Restrictions",0
"Andover","0901301080",2010,"Number","Deed Restrictions",0
"Andover","0901301080",2011,"Number","Deed Restrictions",0
"Andover","0901301080",2012,"Number","Deed Restrictions",0
"Andover","0901301080",2013,"Number","Deed Restrictions",0
"Andover","0901301080",2014,"Number","Deed Restrictions",0
"Andover","0901301080",2015,"Number","Deed Restrictions",0
"Andover","0901301080",2016,"Number","Deed Restrictions",0
"Andover","0901301080",2002,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2003,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2004,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2005,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2006,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2007,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2008,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2009,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2010,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2011,"Number","Tenant Rental Assistance",1
"Andover","0901301080",2012,"Number","Tenant Rental Assistance",1
"Andover","0901301080",2013,"Number","Tenant Rental Assistance",1
"Andover","0901301080",2014,"Number","Tenant Rental Assistance",1
"Andover","0901301080",2015,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2016,"Number","Tenant Rental Assistance",0
"Andover","0901301080",2002,"Number","Total Assisted",55
"Andover","0901301080",2003,"Number","Total Assisted",42
"Andover","0901301080",2004,"Number","Total Assisted",38
"Andover","0901301080",2005,"Number","Total Assisted",48
"Andover","0901301080",2006,"Number","Total Assisted",39
"Andover","0901301080",2007,"Number","Total Assisted",45
"Andover","0901301080",2008,"Number","Total Assisted",48
"Andover","0901301080",2009,"Number","Total Assisted",47
"Andover","0901301080",2010,"Number","Total Assisted",46
"Andover","0901301080",2011,"Number","Total Assisted",45
"Andover","0901301080",2012,"Number","Total Assisted",47
"Andover","0901301080",2013,"Number","Total Assisted",54
"Andover","0901301080",2014,"Number","Total Assisted",57
"Andover","0901301080",2015,"Number","Total Assisted",55
"Andover","0901301080",2016,"Number","Total Assisted",40
"Andover","0901301080",2002,"Percent","Percent Affordable",4.59
"Andover","0901301080",2003,"Percent","Percent Affordable",3.51
"Andover","0901301080",2004,"Percent","Percent Affordable",3.17
"Andover","0901301080",2005,"Percent","Percent Affordable",4.01
"Andover","0901301080",2006,"Percent","Percent Affordable",3.26
"Andover","0901301080",2007,"Percent","Percent Affordable",3.76
"Andover","0901301080",2008,"Percent","Percent Affordable",4.01
"Andover","0901301080",2009,"Percent","Percent Affordable",3.92
"Andover","0901301080",2010,"Percent","Percent Affordable",3.84
"Andover","0901301080",2011,"Percent","Percent Affordable",3.42
"Andover","0901301080",2012,"Percent","Percent Affordable",3.57
"Andover","0901301080",2013,"Percent","Percent Affordable",4.1
"Andover","0901301080",2014,"Percent","Percent Affordable",4.33
"Andover","0901301080",2015,"Percent","Percent Affordable",4.18
"Andover","0901301080",2016,"Percent","Percent Affordable",3.04
"Ansonia","0900901220",2002,"Number","Total Housing Units",7937
"Ansonia","0900901220",2003,"Number","Total Housing Units",7937
"Ansonia","0900901220",2004,"Number","Total Housing Units",7937
"Ansonia","0900901220",2005,"Number","Total Housing Units",7937
"Ansonia","0900901220",2006,"Number","Total Housing Units",7937
"Ansonia","0900901220",2007,"Number","Total Housing Units",7937
"Ansonia","0900901220",2008,"Number","Total Housing Units",7937
"Ansonia","0900901220",2009,"Number","Total Housing Units",7937
"Ansonia","0900901220",2010,"Number","Total Housing Units",7937
"Ansonia","0900901220",2011,"Number","Total Housing Units",8148
"Ansonia","0900901220",2012,"Number","Total Housing Units",8148
"Ansonia","0900901220",2013,"Number","Total Housing Units",8148
"Ansonia","0900901220",2014,"Number","Total Housing Units",8148
"Ansonia","0900901220",2015,"Number","Total Housing Units",8148
"Ansonia","0900901220",2016,"Number","Total Housing Units",8148
"Ansonia","0900901220",2002,"Number","Government Assisted",1173
"Ansonia","0900901220",2003,"Number","Government Assisted",1050
"Ansonia","0900901220",2004,"Number","Government Assisted",1053
"Ansonia","0900901220",2005,"Number","Government Assisted",1489
"Ansonia","0900901220",2006,"Number","Government Assisted",1059
"Ansonia","0900901220",2007,"Number","Government Assisted",1064
"Ansonia","0900901220",2008,"Number","Government Assisted",1033
"Ansonia","0900901220",2009,"Number","Government Assisted",889
"Ansonia","0900901220",2010,"Number","Government Assisted",1040
"Ansonia","0900901220",2011,"Number","Government Assisted",372
"Ansonia","0900901220",2012,"Number","Government Assisted",372
"Ansonia","0900901220",2013,"Number","Government Assisted",371
"Ansonia","0900901220",2014,"Number","Government Assisted",371
"Ansonia","0900901220",2015,"Number","Government Assisted",371
"Ansonia","0900901220",2016,"Number","Government Assisted",347
"Ansonia","0900901220",2002,"Number","CHFA/USDA Mortgages",192
"Ansonia","0900901220",2003,"Number","CHFA/USDA Mortgages",149
"Ansonia","0900901220",2004,"Number","CHFA/USDA Mortgages",116
"Ansonia","0900901220",2005,"Number","CHFA/USDA Mortgages",103
"Ansonia","0900901220",2006,"Number","CHFA/USDA Mortgages",102
"Ansonia","0900901220",2007,"Number","CHFA/USDA Mortgages",97
"Ansonia","0900901220",2008,"Number","CHFA/USDA Mortgages",105
"Ansonia","0900901220",2009,"Number","CHFA/USDA Mortgages",106
"Ansonia","0900901220",2010,"Number","CHFA/USDA Mortgages",109
"Ansonia","0900901220",2011,"Number","CHFA/USDA Mortgages",106
"Ansonia","0900901220",2012,"Number","CHFA/USDA Mortgages",106
"Ansonia","0900901220",2013,"Number","CHFA/USDA Mortgages",112
"Ansonia","0900901220",2014,"Number","CHFA/USDA Mortgages",112
"Ansonia","0900901220",2015,"Number","CHFA/USDA Mortgages",125
"Ansonia","0900901220",2016,"Number","CHFA/USDA Mortgages",104
"Ansonia","0900901220",2002,"Number","Deed Restrictions",0
"Ansonia","0900901220",2003,"Number","Deed Restrictions",0
"Ansonia","0900901220",2004,"Number","Deed Restrictions",0
"Ansonia","0900901220",2005,"Number","Deed Restrictions",0
"Ansonia","0900901220",2006,"Number","Deed Restrictions",9
"Ansonia","0900901220",2007,"Number","Deed Restrictions",9
"Ansonia","0900901220",2008,"Number","Deed Restrictions",9
"Ansonia","0900901220",2009,"Number","Deed Restrictions",9
"Ansonia","0900901220",2010,"Number","Deed Restrictions",9
"Ansonia","0900901220",2011,"Number","Deed Restrictions",9
"Ansonia","0900901220",2012,"Number","Deed Restrictions",9
"Ansonia","0900901220",2013,"Number","Deed Restrictions",9
"Ansonia","0900901220",2014,"Number","Deed Restrictions",9
"Ansonia","0900901220",2015,"Number","Deed Restrictions",9
"Ansonia","0900901220",2016,"Number","Deed Restrictions",9
"Ansonia","0900901220",2002,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2003,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2004,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2005,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2006,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2007,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2008,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2009,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2010,"Number","Tenant Rental Assistance",0
"Ansonia","0900901220",2011,"Number","Tenant Rental Assistance",699
"Ansonia","0900901220",2012,"Number","Tenant Rental Assistance",699
"Ansonia","0900901220",2013,"Number","Tenant Rental Assistance",756
"Ansonia","0900901220",2014,"Number","Tenant Rental Assistance",642
"Ansonia","0900901220",2015,"Number","Tenant Rental Assistance",654
"Ansonia","0900901220",2016,"Number","Tenant Rental Assistance",658
"Ansonia","0900901220",2002,"Number","Total Assisted",1365
"Ansonia","0900901220",2003,"Number","Total Assisted",1199
"Ansonia","0900901220",2004,"Number","Total Assisted",1169
"Ansonia","0900901220",2005,"Number","Total Assisted",1592
"Ansonia","0900901220",2006,"Number","Total Assisted",1170
"Ansonia","0900901220",2007,"Number","Total Assisted",1170
"Ansonia","0900901220",2008,"Number","Total Assisted",1147
"Ansonia","0900901220",2009,"Number","Total Assisted",1004
"Ansonia","0900901220",2010,"Number","Total Assisted",1158
"Ansonia","0900901220",2011,"Number","Total Assisted",1186
"Ansonia","0900901220",2012,"Number","Total Assisted",1186
"Ansonia","0900901220",2013,"Number","Total Assisted",1248
"Ansonia","0900901220",2014,"Number","Total Assisted",1134
"Ansonia","0900901220",2015,"Number","Total Assisted",1159
"Ansonia","0900901220",2016,"Number","Total Assisted",1118
"Ansonia","0900901220",2002,"Percent","Percent Affordable",17.2
"Ansonia","0900901220",2003,"Percent","Percent Affordable",15.11
"Ansonia","0900901220",2004,"Percent","Percent Affordable",14.73
"Ansonia","0900901220",2005,"Percent","Percent Affordable",20.06
"Ansonia","0900901220",2006,"Percent","Percent Affordable",14.74
"Ansonia","0900901220",2007,"Percent","Percent Affordable",14.74
"Ansonia","0900901220",2008,"Percent","Percent Affordable",14.45
"Ansonia","0900901220",2009,"Percent","Percent Affordable",12.65
"Ansonia","0900901220",2010,"Percent","Percent Affordable",14.59
"Ansonia","0900901220",2011,"Percent","Percent Affordable",14.56
"Ansonia","0900901220",2012,"Percent","Percent Affordable",14.56
"Ansonia","0900901220",2013,"Percent","Percent Affordable",15.32
"Ansonia","0900901220",2014,"Percent","Percent Affordable",13.92
"Ansonia","0900901220",2015,"Percent","Percent Affordable",14.22
"Ansonia","0900901220",2016,"Percent","Percent Affordable",13.72
"Ashford","0901501430",2002,"Number","Total Housing Units",1699
"Ashford","0901501430",2003,"Number","Total Housing Units",1699
"Ashford","0901501430",2004,"Number","Total Housing Units",1699
"Ashford","0901501430",2005,"Number","Total Housing Units",1699
"Ashford","0901501430",2006,"Number","Total Housing Units",1699
"Ashford","0901501430",2007,"Number","Total Housing Units",1699
"Ashford","0901501430",2008,"Number","Total Housing Units",1699
"Ashford","0901501430",2009,"Number","Total Housing Units",1699
"Ashford","0901501430",2010,"Number","Total Housing Units",1699
"Ashford","0901501430",2011,"Number","Total Housing Units",1903
"Ashford","0901501430",2012,"Number","Total Housing Units",1903
"Ashford","0901501430",2013,"Number","Total Housing Units",1903
"Ashford","0901501430",2014,"Number","Total Housing Units",1903
"Ashford","0901501430",2015,"Number","Total Housing Units",1903
"Ashford","0901501430",2016,"Number","Total Housing Units",1903
"Ashford","0901501430",2002,"Number","Government Assisted",35
"Ashford","0901501430",2003,"Number","Government Assisted",35
"Ashford","0901501430",2004,"Number","Government Assisted",37
"Ashford","0901501430",2005,"Number","Government Assisted",43
"Ashford","0901501430",2006,"Number","Government Assisted",36
"Ashford","0901501430",2007,"Number","Government Assisted",36
"Ashford","0901501430",2008,"Number","Government Assisted",35
"Ashford","0901501430",2009,"Number","Government Assisted",38
"Ashford","0901501430",2010,"Number","Government Assisted",34
"Ashford","0901501430",2011,"Number","Government Assisted",32
"Ashford","0901501430",2012,"Number","Government Assisted",32
"Ashford","0901501430",2013,"Number","Government Assisted",32
"Ashford","0901501430",2014,"Number","Government Assisted",32
"Ashford","0901501430",2015,"Number","Government Assisted",32
"Ashford","0901501430",2016,"Number","Government Assisted",32
"Ashford","0901501430",2002,"Number","CHFA/USDA Mortgages",71
"Ashford","0901501430",2003,"Number","CHFA/USDA Mortgages",56
"Ashford","0901501430",2004,"Number","CHFA/USDA Mortgages",44
"Ashford","0901501430",2005,"Number","CHFA/USDA Mortgages",37
"Ashford","0901501430",2006,"Number","CHFA/USDA Mortgages",39
"Ashford","0901501430",2007,"Number","CHFA/USDA Mortgages",38
"Ashford","0901501430",2008,"Number","CHFA/USDA Mortgages",38
"Ashford","0901501430",2009,"Number","CHFA/USDA Mortgages",37
"Ashford","0901501430",2010,"Number","CHFA/USDA Mortgages",35
"Ashford","0901501430",2011,"Number","CHFA/USDA Mortgages",35
"Ashford","0901501430",2012,"Number","CHFA/USDA Mortgages",37
"Ashford","0901501430",2013,"Number","CHFA/USDA Mortgages",48
"Ashford","0901501430",2014,"Number","CHFA/USDA Mortgages",50
"Ashford","0901501430",2015,"Number","CHFA/USDA Mortgages",45
"Ashford","0901501430",2016,"Number","CHFA/USDA Mortgages",33
"Ashford","0901501430",2002,"Number","Deed Restrictions",0
"Ashford","0901501430",2003,"Number","Deed Restrictions",0
"Ashford","0901501430",2004,"Number","Deed Restrictions",0
"Ashford","0901501430",2005,"Number","Deed Restrictions",0
"Ashford","0901501430",2006,"Number","Deed Restrictions",0
"Ashford","0901501430",2007,"Number","Deed Restrictions",0
"Ashford","0901501430",2008,"Number","Deed Restrictions",0
"Ashford","0901501430",2009,"Number","Deed Restrictions",0
"Ashford","0901501430",2010,"Number","Deed Restrictions",0
"Ashford","0901501430",2011,"Number","Deed Restrictions",0
"Ashford","0901501430",2012,"Number","Deed Restrictions",0
"Ashford","0901501430",2013,"Number","Deed Restrictions",0
"Ashford","0901501430",2014,"Number","Deed Restrictions",0
"Ashford","0901501430",2015,"Number","Deed Restrictions",0
"Ashford","0901501430",2016,"Number","Deed Restrictions",0
"Ashford","0901501430",2002,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2003,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2004,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2005,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2006,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2007,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2008,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2009,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2010,"Number","Tenant Rental Assistance",0
"Ashford","0901501430",2011,"Number","Tenant Rental Assistance",1
"Ashford","0901501430",2012,"Number","Tenant Rental Assistance",2
"Ashford","0901501430",2013,"Number","Tenant Rental Assistance",2
"Ashford","0901501430",2014,"Number","Tenant Rental Assistance",2
"Ashford","0901501430",2015,"Number","Tenant Rental Assistance",2
"Ashford","0901501430",2016,"Number","Tenant Rental Assistance",2
"Ashford","0901501430",2002,"Number","Total Assisted",106
"Ashford","0901501430",2003,"Number","Total Assisted",91
"Ashford","0901501430",2004,"Number","Total Assisted",81
"Ashford","0901501430",2005,"Number","Total Assisted",80
"Ashford","0901501430",2006,"Number","Total Assisted",75
"Ashford","0901501430",2007,"Number","Total Assisted",74
"Ashford","0901501430",2008,"Number","Total Assisted",73
"Ashford","0901501430",2009,"Number","Total Assisted",75
"Ashford","0901501430",2010,"Number","Total Assisted",69
"Ashford","0901501430",2011,"Number","Total Assisted",68
"Ashford","0901501430",2012,"Number","Total Assisted",71
"Ashford","0901501430",2013,"Number","Total Assisted",82
"Ashford","0901501430",2014,"Number","Total Assisted",84
"Ashford","0901501430",2015,"Number","Total Assisted",79
"Ashford","0901501430",2016,"Number","Total Assisted",67
"Ashford","0901501430",2002,"Percent","Percent Affordable",6.24
"Ashford","0901501430",2003,"Percent","Percent Affordable",5.36
"Ashford","0901501430",2004,"Percent","Percent Affordable",4.77
"Ashford","0901501430",2005,"Percent","Percent Affordable",4.71
"Ashford","0901501430",2006,"Percent","Percent Affordable",4.41
"Ashford","0901501430",2007,"Percent","Percent Affordable",4.36
"Ashford","0901501430",2008,"Percent","Percent Affordable",4.3
"Ashford","0901501430",2009,"Percent","Percent Affordable",4.41
"Ashford","0901501430",2010,"Percent","Percent Affordable",4.06
"Ashford","0901501430",2011,"Percent","Percent Affordable",3.57
"Ashford","0901501430",2012,"Percent","Percent Affordable",3.73
"Ashford","0901501430",2013,"Percent","Percent Affordable",4.31
"Ashford","0901501430",2014,"Percent","Percent Affordable",4.41
"Ashford","0901501430",2015,"Percent","Percent Affordable",4.15
"Ashford","0901501430",2016,"Percent","Percent Affordable",3.52
"Avon","0900302060",2002,"Number","Total Housing Units",6480
"Avon","0900302060",2003,"Number","Total Housing Units",6480
"Avon","0900302060",2004,"Number","Total Housing Units",6480
"Avon","0900302060",2005,"Number","Total Housing Units",6480
"Avon","0900302060",2006,"Number","Total Housing Units",6480
"Avon","0900302060",2007,"Number","Total Housing Units",6480
"Avon","0900302060",2008,"Number","Total Housing Units",6480
"Avon","0900302060",2009,"Number","Total Housing Units",6480
"Avon","0900302060",2010,"Number","Total Housing Units",6480
"Avon","0900302060",2011,"Number","Total Housing Units",7389
"Avon","0900302060",2012,"Number","Total Housing Units",7389
"Avon","0900302060",2013,"Number","Total Housing Units",7389
"Avon","0900302060",2014,"Number","Total Housing Units",7389
"Avon","0900302060",2015,"Number","Total Housing Units",7389
"Avon","0900302060",2016,"Number","Total Housing Units",7389
"Avon","0900302060",2002,"Number","Government Assisted",137
"Avon","0900302060",2003,"Number","Government Assisted",91
"Avon","0900302060",2004,"Number","Government Assisted",141
"Avon","0900302060",2005,"Number","Government Assisted",86
"Avon","0900302060",2006,"Number","Government Assisted",142
"Avon","0900302060",2007,"Number","Government Assisted",143
"Avon","0900302060",2008,"Number","Government Assisted",141
"Avon","0900302060",2009,"Number","Government Assisted",142
"Avon","0900302060",2010,"Number","Government Assisted",142
"Avon","0900302060",2011,"Number","Government Assisted",240
"Avon","0900302060",2012,"Number","Government Assisted",240
"Avon","0900302060",2013,"Number","Government Assisted",244
"Avon","0900302060",2014,"Number","Government Assisted",244
"Avon","0900302060",2015,"Number","Government Assisted",244
"Avon","0900302060",2016,"Number","Government Assisted",244
"Avon","0900302060",2002,"Number","CHFA/USDA Mortgages",29
"Avon","0900302060",2003,"Number","CHFA/USDA Mortgages",15
"Avon","0900302060",2004,"Number","CHFA/USDA Mortgages",14
"Avon","0900302060",2005,"Number","CHFA/USDA Mortgages",17
"Avon","0900302060",2006,"Number","CHFA/USDA Mortgages",24
"Avon","0900302060",2007,"Number","CHFA/USDA Mortgages",27
"Avon","0900302060",2008,"Number","CHFA/USDA Mortgages",26
"Avon","0900302060",2009,"Number","CHFA/USDA Mortgages",25
"Avon","0900302060",2010,"Number","CHFA/USDA Mortgages",21
"Avon","0900302060",2011,"Number","CHFA/USDA Mortgages",21
"Avon","0900302060",2012,"Number","CHFA/USDA Mortgages",23
"Avon","0900302060",2013,"Number","CHFA/USDA Mortgages",29
"Avon","0900302060",2014,"Number","CHFA/USDA Mortgages",26
"Avon","0900302060",2015,"Number","CHFA/USDA Mortgages",32
"Avon","0900302060",2016,"Number","CHFA/USDA Mortgages",31
"Avon","0900302060",2002,"Number","Deed Restrictions",0
"Avon","0900302060",2003,"Number","Deed Restrictions",0
"Avon","0900302060",2004,"Number","Deed Restrictions",0
"Avon","0900302060",2005,"Number","Deed Restrictions",0
"Avon","0900302060",2006,"Number","Deed Restrictions",0
"Avon","0900302060",2007,"Number","Deed Restrictions",0
"Avon","0900302060",2008,"Number","Deed Restrictions",0
"Avon","0900302060",2009,"Number","Deed Restrictions",0
"Avon","0900302060",2010,"Number","Deed Restrictions",0
"Avon","0900302060",2011,"Number","Deed Restrictions",0
"Avon","0900302060",2012,"Number","Deed Restrictions",0
"Avon","0900302060",2013,"Number","Deed Restrictions",0
"Avon","0900302060",2014,"Number","Deed Restrictions",0
"Avon","0900302060",2015,"Number","Deed Restrictions",0
"Avon","0900302060",2016,"Number","Deed Restrictions",0
"Avon","0900302060",2002,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2003,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2004,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2005,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2006,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2007,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2008,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2009,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2010,"Number","Tenant Rental Assistance",0
"Avon","0900302060",2011,"Number","Tenant Rental Assistance",5
"Avon","0900302060",2012,"Number","Tenant Rental Assistance",7
"Avon","0900302060",2013,"Number","Tenant Rental Assistance",7
"Avon","0900302060",2014,"Number","Tenant Rental Assistance",8
"Avon","0900302060",2015,"Number","Tenant Rental Assistance",7
"Avon","0900302060",2016,"Number","Tenant Rental Assistance",8
"Avon","0900302060",2002,"Number","Total Assisted",166
"Avon","0900302060",2003,"Number","Total Assisted",106
"Avon","0900302060",2004,"Number","Total Assisted",155
"Avon","0900302060",2005,"Number","Total Assisted",103
"Avon","0900302060",2006,"Number","Total Assisted",166
"Avon","0900302060",2007,"Number","Total Assisted",170
"Avon","0900302060",2008,"Number","Total Assisted",167
"Avon","0900302060",2009,"Number","Total Assisted",167
"Avon","0900302060",2010,"Number","Total Assisted",163
"Avon","0900302060",2011,"Number","Total Assisted",266
"Avon","0900302060",2012,"Number","Total Assisted",270
"Avon","0900302060",2013,"Number","Total Assisted",280
"Avon","0900302060",2014,"Number","Total Assisted",278
"Avon","0900302060",2015,"Number","Total Assisted",283
"Avon","0900302060",2016,"Number","Total Assisted",283
"Avon","0900302060",2002,"Percent","Percent Affordable",2.56
"Avon","0900302060",2003,"Percent","Percent Affordable",1.64
"Avon","0900302060",2004,"Percent","Percent Affordable",2.39
"Avon","0900302060",2005,"Percent","Percent Affordable",1.59
"Avon","0900302060",2006,"Percent","Percent Affordable",2.56
"Avon","0900302060",2007,"Percent","Percent Affordable",2.62
"Avon","0900302060",2008,"Percent","Percent Affordable",2.58
"Avon","0900302060",2009,"Percent","Percent Affordable",2.58
"Avon","0900302060",2010,"Percent","Percent Affordable",2.52
"Avon","0900302060",2011,"Percent","Percent Affordable",3.6
"Avon","0900302060",2012,"Percent","Percent Affordable",3.65
"Avon","0900302060",2013,"Percent","Percent Affordable",3.79
"Avon","0900302060",2014,"Percent","Percent Affordable",3.76
"Avon","0900302060",2015,"Percent","Percent Affordable",3.83
"Avon","0900302060",2016,"Percent","Percent Affordable",3.83
"Barkhamsted","0900502760",2002,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2003,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2004,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2005,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2006,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2007,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2008,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2009,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2010,"Number","Total Housing Units",1436
"Barkhamsted","0900502760",2011,"Number","Total Housing Units",1589
"Barkhamsted","0900502760",2012,"Number","Total Housing Units",1589
"Barkhamsted","0900502760",2013,"Number","Total Housing Units",1589
"Barkhamsted","0900502760",2014,"Number","Total Housing Units",1589
"Barkhamsted","0900502760",2015,"Number","Total Housing Units",1589
"Barkhamsted","0900502760",2016,"Number","Total Housing Units",1589
"Barkhamsted","0900502760",2002,"Number","Government Assisted",4
"Barkhamsted","0900502760",2003,"Number","Government Assisted",3
"Barkhamsted","0900502760",2004,"Number","Government Assisted",1
"Barkhamsted","0900502760",2005,"Number","Government Assisted",1
"Barkhamsted","0900502760",2006,"Number","Government Assisted",1
"Barkhamsted","0900502760",2007,"Number","Government Assisted",0
"Barkhamsted","0900502760",2008,"Number","Government Assisted",0
"Barkhamsted","0900502760",2009,"Number","Government Assisted",3
"Barkhamsted","0900502760",2010,"Number","Government Assisted",3
"Barkhamsted","0900502760",2011,"Number","Government Assisted",0
"Barkhamsted","0900502760",2012,"Number","Government Assisted",0
"Barkhamsted","0900502760",2013,"Number","Government Assisted",0
"Barkhamsted","0900502760",2014,"Number","Government Assisted",0
"Barkhamsted","0900502760",2015,"Number","Government Assisted",0
"Barkhamsted","0900502760",2016,"Number","Government Assisted",0
"Barkhamsted","0900502760",2002,"Number","CHFA/USDA Mortgages",17
"Barkhamsted","0900502760",2003,"Number","CHFA/USDA Mortgages",10
"Barkhamsted","0900502760",2004,"Number","CHFA/USDA Mortgages",9
"Barkhamsted","0900502760",2005,"Number","CHFA/USDA Mortgages",10
"Barkhamsted","0900502760",2006,"Number","CHFA/USDA Mortgages",11
"Barkhamsted","0900502760",2007,"Number","CHFA/USDA Mortgages",13
"Barkhamsted","0900502760",2008,"Number","CHFA/USDA Mortgages",12
"Barkhamsted","0900502760",2009,"Number","CHFA/USDA Mortgages",11
"Barkhamsted","0900502760",2010,"Number","CHFA/USDA Mortgages",12
"Barkhamsted","0900502760",2011,"Number","CHFA/USDA Mortgages",11
"Barkhamsted","0900502760",2012,"Number","CHFA/USDA Mortgages",12
"Barkhamsted","0900502760",2013,"Number","CHFA/USDA Mortgages",15
"Barkhamsted","0900502760",2014,"Number","CHFA/USDA Mortgages",13
"Barkhamsted","0900502760",2015,"Number","CHFA/USDA Mortgages",15
"Barkhamsted","0900502760",2016,"Number","CHFA/USDA Mortgages",13
