"Town/County","FIPS","Year","Measure Type","Variable","Value"
"Hamden","0900935650",2003,"Number","Total Assisted Units",2042
"Hamden","0900935650",2004,"Number","Total Assisted Units",1656
"Hamden","0900935650",2005,"Number","Total Assisted Units",1622
"Hamden","0900935650",2006,"Number","Total Assisted Units",1639
"Hamden","0900935650",2007,"Number","Total Assisted Units",1892
"Hamden","0900935650",2008,"Number","Total Assisted Units",1952
"Hamden","0900935650",2009,"Number","Total Assisted Units",1743
"Hamden","0900935650",2010,"Number","Total Assisted Units",1626
"Hamden","0900935650",2011,"Number","Total Assisted Units",1650
"Hamden","0900935650",2012,"Number","Total Assisted Units",1659
"Hamden","0900935650",2013,"Number","Total Assisted Units",1689
"Hamden","0900935650",2014,"Number","Total Assisted Units",1929
"Hamden","0900935650",2015,"Number","Total Assisted Units",1989
"Hamden","0900935650",2016,"Number","Total Assisted Units",2006
"Hampton","0901536000",2002,"Number","Total Assisted Units",20
"Hampton","0901536000",2003,"Number","Total Assisted Units",19
"Hampton","0901536000",2004,"Number","Total Assisted Units",17
"Hampton","0901536000",2005,"Number","Total Assisted Units",17
"Hampton","0901536000",2006,"Number","Total Assisted Units",17
"Hampton","0901536000",2007,"Number","Total Assisted Units",18
"Hampton","0901536000",2008,"Number","Total Assisted Units",18
"Hampton","0901536000",2009,"Number","Total Assisted Units",17
"Hampton","0901536000",2010,"Number","Total Assisted Units",17
"Hampton","0901536000",2011,"Number","Total Assisted Units",16
"Hampton","0901536000",2012,"Number","Total Assisted Units",18
"Hampton","0901536000",2013,"Number","Total Assisted Units",32
"Hampton","0901536000",2014,"Number","Total Assisted Units",44
"Hampton","0901536000",2015,"Number","Total Assisted Units",37
"Hampton","0901536000",2016,"Number","Total Assisted Units",28
"Hartford","0900337070",2002,"Number","Total Assisted Units",20135
"Hartford","0900337070",2003,"Number","Total Assisted Units",19049
"Hartford","0900337070",2004,"Number","Total Assisted Units",18392
"Hartford","0900337070",2005,"Number","Total Assisted Units",18678
"Hartford","0900337070",2006,"Number","Total Assisted Units",18362
"Hartford","0900337070",2007,"Number","Total Assisted Units",17544
"Hartford","0900337070",2008,"Number","Total Assisted Units",17514
"Hartford","0900337070",2009,"Number","Total Assisted Units",17785
"Hartford","0900337070",2010,"Number","Total Assisted Units",18859
"Hartford","0900337070",2011,"Number","Total Assisted Units",18432
"Hartford","0900337070",2012,"Number","Total Assisted Units",19245
"Hartford","0900337070",2013,"Number","Total Assisted Units",19588
"Hartford","0900337070",2014,"Number","Total Assisted Units",19634
"Hartford","0900337070",2015,"Number","Total Assisted Units",20850
"Hartford","0900337070",2016,"Number","Total Assisted Units",19839
"Hartford County","09003",2002,"Number","Total Assisted Units",51030
"Hartford County","09003",2003,"Number","Total Assisted Units",48657
"Hartford County","09003",2004,"Number","Total Assisted Units",46760
"Hartford County","09003",2005,"Number","Total Assisted Units",48097
"Hartford County","09003",2006,"Number","Total Assisted Units",46609
"Hartford County","09003",2007,"Number","Total Assisted Units",47726
"Hartford County","09003",2008,"Number","Total Assisted Units",48156
"Hartford County","09003",2009,"Number","Total Assisted Units",48935
"Hartford County","09003",2010,"Number","Total Assisted Units",49629
"Hartford County","09003",2011,"Number","Total Assisted Units",50674
"Hartford County","09003",2012,"Number","Total Assisted Units",52064
"Hartford County","09003",2013,"Number","Total Assisted Units",53156
"Hartford County","09003",2014,"Number","Total Assisted Units",53351
"Hartford County","09003",2015,"Number","Total Assisted Units",54471
"Hartford County","09003",2016,"Number","Total Assisted Units",51504
"Hartland","0900337140",2002,"Number","Total Assisted Units",20
"Hartland","0900337140",2003,"Number","Total Assisted Units",16
"Hartland","0900337140",2004,"Number","Total Assisted Units",3
"Hartland","0900337140",2005,"Number","Total Assisted Units",4
"Hartland","0900337140",2006,"Number","Total Assisted Units",4
"Hartland","0900337140",2007,"Number","Total Assisted Units",4
"Hartland","0900337140",2008,"Number","Total Assisted Units",5
"Hartland","0900337140",2009,"Number","Total Assisted Units",6
"Hartland","0900337140",2010,"Number","Total Assisted Units",7
"Hartland","0900337140",2011,"Number","Total Assisted Units",6
"Hartland","0900337140",2012,"Number","Total Assisted Units",8
"Hartland","0900337140",2013,"Number","Total Assisted Units",12
"Hartland","0900337140",2014,"Number","Total Assisted Units",11
"Hartland","0900337140",2015,"Number","Total Assisted Units",9
"Hartland","0900337140",2016,"Number","Total Assisted Units",5
"Harwinton","0900537280",2002,"Number","Total Assisted Units",51
"Harwinton","0900537280",2003,"Number","Total Assisted Units",37
"Harwinton","0900537280",2004,"Number","Total Assisted Units",31
"Harwinton","0900537280",2005,"Number","Total Assisted Units",38
"Harwinton","0900537280",2006,"Number","Total Assisted Units",38
"Harwinton","0900537280",2007,"Number","Total Assisted Units",39
"Harwinton","0900537280",2008,"Number","Total Assisted Units",43
"Harwinton","0900537280",2009,"Number","Total Assisted Units",45
"Harwinton","0900537280",2010,"Number","Total Assisted Units",45
"Harwinton","0900537280",2011,"Number","Total Assisted Units",45
"Harwinton","0900537280",2012,"Number","Total Assisted Units",48
"Harwinton","0900537280",2013,"Number","Total Assisted Units",57
"Harwinton","0900537280",2014,"Number","Total Assisted Units",58
"Harwinton","0900537280",2015,"Number","Total Assisted Units",59
"Harwinton","0900537280",2016,"Number","Total Assisted Units",55
"Hebron","0901337910",2002,"Number","Total Assisted Units",80
"Hebron","0901337910",2003,"Number","Total Assisted Units",56
"Hebron","0901337910",2004,"Number","Total Assisted Units",77
"Hebron","0901337910",2005,"Number","Total Assisted Units",81
"Hebron","0901337910",2006,"Number","Total Assisted Units",84
"Hebron","0901337910",2007,"Number","Total Assisted Units",81
"Hebron","0901337910",2008,"Number","Total Assisted Units",85
"Hebron","0901337910",2009,"Number","Total Assisted Units",87
"Hebron","0901337910",2010,"Number","Total Assisted Units",90
"Hebron","0901337910",2011,"Number","Total Assisted Units",92
"Hebron","0901337910",2012,"Number","Total Assisted Units",98
"Hebron","0901337910",2013,"Number","Total Assisted Units",108
"Hebron","0901337910",2014,"Number","Total Assisted Units",107
"Hebron","0901337910",2015,"Number","Total Assisted Units",104
"Hebron","0901337910",2016,"Number","Total Assisted Units",94
"Kent","0900540290",2002,"Number","Total Assisted Units",35
"Kent","0900540290",2003,"Number","Total Assisted Units",38
"Kent","0900540290",2004,"Number","Total Assisted Units",51
"Kent","0900540290",2005,"Number","Total Assisted Units",27
"Kent","0900540290",2006,"Number","Total Assisted Units",28
"Kent","0900540290",2007,"Number","Total Assisted Units",53
"Kent","0900540290",2008,"Number","Total Assisted Units",52
"Kent","0900540290",2009,"Number","Total Assisted Units",53
"Kent","0900540290",2010,"Number","Total Assisted Units",53
"Kent","0900540290",2011,"Number","Total Assisted Units",77
"Kent","0900540290",2012,"Number","Total Assisted Units",52
"Kent","0900540290",2013,"Number","Total Assisted Units",28
"Kent","0900540290",2014,"Number","Total Assisted Units",60
"Kent","0900540290",2015,"Number","Total Assisted Units",61
"Kent","0900540290",2016,"Number","Total Assisted Units",62
"Killingly","0901540500",2002,"Number","Total Assisted Units",1083
"Killingly","0901540500",2003,"Number","Total Assisted Units",949
"Killingly","0901540500",2004,"Number","Total Assisted Units",776
"Killingly","0901540500",2005,"Number","Total Assisted Units",853
"Killingly","0901540500",2006,"Number","Total Assisted Units",840
"Killingly","0901540500",2007,"Number","Total Assisted Units",784
"Killingly","0901540500",2008,"Number","Total Assisted Units",763
"Killingly","0901540500",2009,"Number","Total Assisted Units",914
"Killingly","0901540500",2010,"Number","Total Assisted Units",906
"Killingly","0901540500",2011,"Number","Total Assisted Units",905
"Killingly","0901540500",2012,"Number","Total Assisted Units",959
"Killingly","0901540500",2013,"Number","Total Assisted Units",1134
"Killingly","0901540500",2014,"Number","Total Assisted Units",1090
"Killingly","0901540500",2015,"Number","Total Assisted Units",1050
"Killingly","0901540500",2016,"Number","Total Assisted Units",929
"Killingworth","0900740710",2002,"Number","Total Assisted Units",4
"Killingworth","0900740710",2003,"Number","Total Assisted Units",2
"Killingworth","0900740710",2004,"Number","Total Assisted Units",4
"Killingworth","0900740710",2005,"Number","Total Assisted Units",4
"Killingworth","0900740710",2006,"Number","Total Assisted Units",9
"Killingworth","0900740710",2007,"Number","Total Assisted Units",10
"Killingworth","0900740710",2008,"Number","Total Assisted Units",9
"Killingworth","0900740710",2009,"Number","Total Assisted Units",9
"Killingworth","0900740710",2010,"Number","Total Assisted Units",10
"Killingworth","0900740710",2011,"Number","Total Assisted Units",11
"Killingworth","0900740710",2012,"Number","Total Assisted Units",12
"Killingworth","0900740710",2013,"Number","Total Assisted Units",17
"Killingworth","0900740710",2014,"Number","Total Assisted Units",16
"Killingworth","0900740710",2015,"Number","Total Assisted Units",20
"Killingworth","0900740710",2016,"Number","Total Assisted Units",23
"Lebanon","0901142390",2002,"Number","Total Assisted Units",112
"Lebanon","0901142390",2003,"Number","Total Assisted Units",84
"Lebanon","0901142390",2004,"Number","Total Assisted Units",74
"Lebanon","0901142390",2005,"Number","Total Assisted Units",72
"Lebanon","0901142390",2006,"Number","Total Assisted Units",75
"Lebanon","0901142390",2007,"Number","Total Assisted Units",75
"Lebanon","0901142390",2008,"Number","Total Assisted Units",73
"Lebanon","0901142390",2009,"Number","Total Assisted Units",72
"Lebanon","0901142390",2010,"Number","Total Assisted Units",77
"Lebanon","0901142390",2011,"Number","Total Assisted Units",78
"Lebanon","0901142390",2012,"Number","Total Assisted Units",86
"Lebanon","0901142390",2013,"Number","Total Assisted Units",109
"Lebanon","0901142390",2014,"Number","Total Assisted Units",119
"Lebanon","0901142390",2015,"Number","Total Assisted Units",109
"Lebanon","0901142390",2016,"Number","Total Assisted Units",104
"Ledyard","0901142600",2002,"Number","Total Assisted Units",263
"Ledyard","0901142600",2003,"Number","Total Assisted Units",190
"Ledyard","0901142600",2004,"Number","Total Assisted Units",144
"Ledyard","0901142600",2005,"Number","Total Assisted Units",172
"Ledyard","0901142600",2006,"Number","Total Assisted Units",180
"Ledyard","0901142600",2007,"Number","Total Assisted Units",183
"Ledyard","0901142600",2008,"Number","Total Assisted Units",185
"Ledyard","0901142600",2009,"Number","Total Assisted Units",183
"Ledyard","0901142600",2010,"Number","Total Assisted Units",204
"Ledyard","0901142600",2011,"Number","Total Assisted Units",197
"Ledyard","0901142600",2012,"Number","Total Assisted Units",206
"Ledyard","0901142600",2013,"Number","Total Assisted Units",264
"Ledyard","0901142600",2014,"Number","Total Assisted Units",241
"Ledyard","0901142600",2015,"Number","Total Assisted Units",260
"Ledyard","0901142600",2016,"Number","Total Assisted Units",226
"Lisbon","0901143230",2002,"Number","Total Assisted Units",86
"Lisbon","0901143230",2003,"Number","Total Assisted Units",71
"Lisbon","0901143230",2004,"Number","Total Assisted Units",53
"Lisbon","0901143230",2005,"Number","Total Assisted Units",41
"Lisbon","0901143230",2006,"Number","Total Assisted Units",39
"Lisbon","0901143230",2007,"Number","Total Assisted Units",42
"Lisbon","0901143230",2008,"Number","Total Assisted Units",39
"Lisbon","0901143230",2009,"Number","Total Assisted Units",35
"Lisbon","0901143230",2010,"Number","Total Assisted Units",38
"Lisbon","0901143230",2011,"Number","Total Assisted Units",37
"Lisbon","0901143230",2012,"Number","Total Assisted Units",45
"Lisbon","0901143230",2013,"Number","Total Assisted Units",66
"Lisbon","0901143230",2014,"Number","Total Assisted Units",59
"Lisbon","0901143230",2015,"Number","Total Assisted Units",60
"Lisbon","0901143230",2016,"Number","Total Assisted Units",51
"Litchfield","0900543370",2002,"Number","Total Assisted Units",193
"Litchfield","0900543370",2003,"Number","Total Assisted Units",191
"Litchfield","0900543370",2004,"Number","Total Assisted Units",177
"Litchfield","0900543370",2005,"Number","Total Assisted Units",183
"Litchfield","0900543370",2006,"Number","Total Assisted Units",186
"Litchfield","0900543370",2007,"Number","Total Assisted Units",190
"Litchfield","0900543370",2008,"Number","Total Assisted Units",186
"Litchfield","0900543370",2009,"Number","Total Assisted Units",187
"Litchfield","0900543370",2010,"Number","Total Assisted Units",184
"Litchfield","0900543370",2011,"Number","Total Assisted Units",182
"Litchfield","0900543370",2012,"Number","Total Assisted Units",182
"Litchfield","0900543370",2013,"Number","Total Assisted Units",186
"Litchfield","0900543370",2014,"Number","Total Assisted Units",202
"Litchfield","0900543370",2015,"Number","Total Assisted Units",196
"Litchfield","0900543370",2016,"Number","Total Assisted Units",188
"Litchfield County","09005",2002,"Number","Total Assisted Units",4963
"Litchfield County","09005",2003,"Number","Total Assisted Units",4660
"Litchfield County","09005",2004,"Number","Total Assisted Units",4109
"Litchfield County","09005",2005,"Number","Total Assisted Units",4235
"Litchfield County","09005",2006,"Number","Total Assisted Units",4190
"Litchfield County","09005",2007,"Number","Total Assisted Units",4353
"Litchfield County","09005",2008,"Number","Total Assisted Units",4303
"Litchfield County","09005",2009,"Number","Total Assisted Units",4319
"Litchfield County","09005",2010,"Number","Total Assisted Units",4714
"Litchfield County","09005",2011,"Number","Total Assisted Units",4977
"Litchfield County","09005",2012,"Number","Total Assisted Units",5063
"Litchfield County","09005",2013,"Number","Total Assisted Units",5341
"Litchfield County","09005",2014,"Number","Total Assisted Units",5474
"Litchfield County","09005",2015,"Number","Total Assisted Units",5335
"Litchfield County","09005",2016,"Number","Total Assisted Units",4826
"Lyme","0901144210",2002,"Number","Total Assisted Units",5
"Lyme","0901144210",2003,"Number","Total Assisted Units",4
"Lyme","0901144210",2004,"Number","Total Assisted Units",6
"Lyme","0901144210",2005,"Number","Total Assisted Units",6
"Lyme","0901144210",2006,"Number","Total Assisted Units",6
"Lyme","0901144210",2007,"Number","Total Assisted Units",6
"Lyme","0901144210",2008,"Number","Total Assisted Units",7
"Lyme","0901144210",2009,"Number","Total Assisted Units",7
"Lyme","0901144210",2010,"Number","Total Assisted Units",7
"Lyme","0901144210",2011,"Number","Total Assisted Units",9
"Lyme","0901144210",2012,"Number","Total Assisted Units",10
"Lyme","0901144210",2013,"Number","Total Assisted Units",10
"Lyme","0901144210",2014,"Number","Total Assisted Units",10
"Lyme","0901144210",2015,"Number","Total Assisted Units",10
"Lyme","0901144210",2016,"Number","Total Assisted Units",10
"Madison","0900944560",2002,"Number","Total Assisted Units",130
"Madison","0900944560",2003,"Number","Total Assisted Units",117
"Madison","0900944560",2004,"Number","Total Assisted Units",113
"Madison","0900944560",2005,"Number","Total Assisted Units",113
"Madison","0900944560",2006,"Number","Total Assisted Units",116
"Madison","0900944560",2007,"Number","Total Assisted Units",117
"Madison","0900944560",2008,"Number","Total Assisted Units",122
"Madison","0900944560",2009,"Number","Total Assisted Units",125
"Madison","0900944560",2010,"Number","Total Assisted Units",126
"Madison","0900944560",2011,"Number","Total Assisted Units",127
"Madison","0900944560",2012,"Number","Total Assisted Units",128
"Madison","0900944560",2013,"Number","Total Assisted Units",130
"Madison","0900944560",2014,"Number","Total Assisted Units",130
"Madison","0900944560",2015,"Number","Total Assisted Units",130
"Madison","0900944560",2016,"Number","Total Assisted Units",130
"Manchester","0900344700",2002,"Number","Total Assisted Units",2965
"Manchester","0900344700",2003,"Number","Total Assisted Units",3423
"Manchester","0900344700",2004,"Number","Total Assisted Units",3481
"Manchester","0900344700",2005,"Number","Total Assisted Units",3574
"Manchester","0900344700",2006,"Number","Total Assisted Units",3520
"Manchester","0900344700",2007,"Number","Total Assisted Units",3674
"Manchester","0900344700",2008,"Number","Total Assisted Units",3670
"Manchester","0900344700",2009,"Number","Total Assisted Units",3725
"Manchester","0900344700",2010,"Number","Total Assisted Units",3557
"Manchester","0900344700",2011,"Number","Total Assisted Units",3743
"Manchester","0900344700",2012,"Number","Total Assisted Units",3807
"Manchester","0900344700",2013,"Number","Total Assisted Units",3868
"Manchester","0900344700",2014,"Number","Total Assisted Units",3770
"Manchester","0900344700",2015,"Number","Total Assisted Units",3764
"Manchester","0900344700",2016,"Number","Total Assisted Units",3600
"Mansfield","0901344910",2002,"Number","Total Assisted Units",416
"Mansfield","0901344910",2003,"Number","Total Assisted Units",411
"Mansfield","0901344910",2004,"Number","Total Assisted Units",678
"Mansfield","0901344910",2005,"Number","Total Assisted Units",638
"Mansfield","0901344910",2006,"Number","Total Assisted Units",637
"Mansfield","0901344910",2007,"Number","Total Assisted Units",649
"Mansfield","0901344910",2008,"Number","Total Assisted Units",642
"Mansfield","0901344910",2009,"Number","Total Assisted Units",642
"Mansfield","0901344910",2010,"Number","Total Assisted Units",656
"Mansfield","0901344910",2011,"Number","Total Assisted Units",654
"Mansfield","0901344910",2012,"Number","Total Assisted Units",658
"Mansfield","0901344910",2013,"Number","Total Assisted Units",680
"Mansfield","0901344910",2014,"Number","Total Assisted Units",661
"Mansfield","0901344910",2015,"Number","Total Assisted Units",651
"Mansfield","0901344910",2016,"Number","Total Assisted Units",641
"Marlborough","0900345820",2002,"Number","Total Assisted Units",50
"Marlborough","0900345820",2003,"Number","Total Assisted Units",37
"Marlborough","0900345820",2004,"Number","Total Assisted Units",34
"Marlborough","0900345820",2005,"Number","Total Assisted Units",35
"Marlborough","0900345820",2006,"Number","Total Assisted Units",36
"Marlborough","0900345820",2007,"Number","Total Assisted Units",41
"Marlborough","0900345820",2008,"Number","Total Assisted Units",40
"Marlborough","0900345820",2009,"Number","Total Assisted Units",38
"Marlborough","0900345820",2010,"Number","Total Assisted Units",37
"Marlborough","0900345820",2011,"Number","Total Assisted Units",40
"Marlborough","0900345820",2012,"Number","Total Assisted Units",44
"Marlborough","0900345820",2013,"Number","Total Assisted Units",53
"Marlborough","0900345820",2014,"Number","Total Assisted Units",49
"Marlborough","0900345820",2015,"Number","Total Assisted Units",50
"Marlborough","0900345820",2016,"Number","Total Assisted Units",48
"Meriden","0900946520",2002,"Number","Total Assisted Units",4965
"Meriden","0900946520",2003,"Number","Total Assisted Units",4179
"Meriden","0900946520",2004,"Number","Total Assisted Units",3644
"Meriden","0900946520",2005,"Number","Total Assisted Units",3730
"Meriden","0900946520",2006,"Number","Total Assisted Units",3572
"Meriden","0900946520",2007,"Number","Total Assisted Units",3595
"Meriden","0900946520",2008,"Number","Total Assisted Units",3601
"Meriden","0900946520",2009,"Number","Total Assisted Units",3623
"Meriden","0900946520",2010,"Number","Total Assisted Units",3775
"Meriden","0900946520",2011,"Number","Total Assisted Units",3772
"Meriden","0900946520",2012,"Number","Total Assisted Units",3810
"Meriden","0900946520",2013,"Number","Total Assisted Units",3833
"Meriden","0900946520",2014,"Number","Total Assisted Units",4136
"Meriden","0900946520",2015,"Number","Total Assisted Units",4268
"Meriden","0900946520",2016,"Number","Total Assisted Units",4077
"Middlebury","0900946940",2002,"Number","Total Assisted Units",164
"Middlebury","0900946940",2003,"Number","Total Assisted Units",89
"Middlebury","0900946940",2004,"Number","Total Assisted Units",85
"Middlebury","0900946940",2005,"Number","Total Assisted Units",87
"Middlebury","0900946940",2006,"Number","Total Assisted Units",92
"Middlebury","0900946940",2007,"Number","Total Assisted Units",94
"Middlebury","0900946940",2008,"Number","Total Assisted Units",95
"Middlebury","0900946940",2009,"Number","Total Assisted Units",96
"Middlebury","0900946940",2010,"Number","Total Assisted Units",96
"Middlebury","0900946940",2011,"Number","Total Assisted Units",95
"Middlebury","0900946940",2012,"Number","Total Assisted Units",100
"Middlebury","0900946940",2013,"Number","Total Assisted Units",108
"Middlebury","0900946940",2014,"Number","Total Assisted Units",115
"Middlebury","0900946940",2015,"Number","Total Assisted Units",116
"Middlebury","0900946940",2016,"Number","Total Assisted Units",114
"Middlefield","0900747080",2002,"Number","Total Assisted Units",56
"Middlefield","0900747080",2003,"Number","Total Assisted Units",44
"Middlefield","0900747080",2004,"Number","Total Assisted Units",38
"Middlefield","0900747080",2005,"Number","Total Assisted Units",41
"Middlefield","0900747080",2006,"Number","Total Assisted Units",41
"Middlefield","0900747080",2007,"Number","Total Assisted Units",43
"Middlefield","0900747080",2008,"Number","Total Assisted Units",45
"Middlefield","0900747080",2009,"Number","Total Assisted Units",44
"Middlefield","0900747080",2010,"Number","Total Assisted Units",41
"Middlefield","0900747080",2011,"Number","Total Assisted Units",41
"Middlefield","0900747080",2012,"Number","Total Assisted Units",42
"Middlefield","0900747080",2013,"Number","Total Assisted Units",44
"Middlefield","0900747080",2014,"Number","Total Assisted Units",46
"Middlefield","0900747080",2015,"Number","Total Assisted Units",47
"Middlefield","0900747080",2016,"Number","Total Assisted Units",46
"Middlesex County","09007",2002,"Number","Total Assisted Units",5358
"Middlesex County","09007",2003,"Number","Total Assisted Units",5220
"Middlesex County","09007",2004,"Number","Total Assisted Units",4649
"Middlesex County","09007",2005,"Number","Total Assisted Units",4904
"Middlesex County","09007",2006,"Number","Total Assisted Units",4833
"Middlesex County","09007",2007,"Number","Total Assisted Units",4955
"Middlesex County","09007",2008,"Number","Total Assisted Units",5025
"Middlesex County","09007",2009,"Number","Total Assisted Units",5183
"Middlesex County","09007",2010,"Number","Total Assisted Units",5960
"Middlesex County","09007",2011,"Number","Total Assisted Units",6388
"Middlesex County","09007",2012,"Number","Total Assisted Units",6109
"Middlesex County","09007",2013,"Number","Total Assisted Units",6766
"Middlesex County","09007",2014,"Number","Total Assisted Units",6493
"Middlesex County","09007",2015,"Number","Total Assisted Units",6786
"Middlesex County","09007",2016,"Number","Total Assisted Units",6240
"Middletown","0900747360",2002,"Number","Total Assisted Units",3858
"Middletown","0900747360",2003,"Number","Total Assisted Units",3789
"Middletown","0900747360",2004,"Number","Total Assisted Units",3232
"Middletown","0900747360",2005,"Number","Total Assisted Units",3416
"Middletown","0900747360",2006,"Number","Total Assisted Units",3304
"Middletown","0900747360",2007,"Number","Total Assisted Units",3376
"Middletown","0900747360",2008,"Number","Total Assisted Units",3406
"Middletown","0900747360",2009,"Number","Total Assisted Units",3535
"Middletown","0900747360",2010,"Number","Total Assisted Units",4292
"Middletown","0900747360",2011,"Number","Total Assisted Units",4724
"Middletown","0900747360",2012,"Number","Total Assisted Units",4416
"Middletown","0900747360",2013,"Number","Total Assisted Units",4965
"Middletown","0900747360",2014,"Number","Total Assisted Units",4660
"Middletown","0900747360",2015,"Number","Total Assisted Units",4943
"Middletown","0900747360",2016,"Number","Total Assisted Units",4524
"Milford","0900947535",2002,"Number","Total Assisted Units",1289
"Milford","0900947535",2003,"Number","Total Assisted Units",1233
"Milford","0900947535",2004,"Number","Total Assisted Units",1381
"Milford","0900947535",2005,"Number","Total Assisted Units",1377
"Milford","0900947535",2006,"Number","Total Assisted Units",1396
"Milford","0900947535",2007,"Number","Total Assisted Units",1406
"Milford","0900947535",2008,"Number","Total Assisted Units",1348
"Milford","0900947535",2009,"Number","Total Assisted Units",1358
"Milford","0900947535",2010,"Number","Total Assisted Units",1427
"Milford","0900947535",2011,"Number","Total Assisted Units",1404
"Milford","0900947535",2012,"Number","Total Assisted Units",1396
"Milford","0900947535",2013,"Number","Total Assisted Units",1426
"Milford","0900947535",2014,"Number","Total Assisted Units",1265
"Milford","0900947535",2015,"Number","Total Assisted Units",1266
"Milford","0900947535",2016,"Number","Total Assisted Units",1212
"Monroe","0900148620",2002,"Number","Total Assisted Units",55
"Monroe","0900148620",2003,"Number","Total Assisted Units",39
"Monroe","0900148620",2004,"Number","Total Assisted Units",37
"Monroe","0900148620",2005,"Number","Total Assisted Units",37
"Monroe","0900148620",2006,"Number","Total Assisted Units",41
"Monroe","0900148620",2007,"Number","Total Assisted Units",46
"Monroe","0900148620",2008,"Number","Total Assisted Units",49
"Monroe","0900148620",2009,"Number","Total Assisted Units",53
"Monroe","0900148620",2010,"Number","Total Assisted Units",56
"Monroe","0900148620",2011,"Number","Total Assisted Units",55
"Monroe","0900148620",2012,"Number","Total Assisted Units",56
"Monroe","0900148620",2013,"Number","Total Assisted Units",59
"Monroe","0900148620",2014,"Number","Total Assisted Units",59
"Monroe","0900148620",2015,"Number","Total Assisted Units",65
"Monroe","0900148620",2016,"Number","Total Assisted Units",69
"Montville","0901148900",2002,"Number","Total Assisted Units",392
"Montville","0901148900",2003,"Number","Total Assisted Units",305
"Montville","0901148900",2004,"Number","Total Assisted Units",201
"Montville","0901148900",2005,"Number","Total Assisted Units",275
"Montville","0901148900",2006,"Number","Total Assisted Units",265
"Montville","0901148900",2007,"Number","Total Assisted Units",267
"Montville","0901148900",2008,"Number","Total Assisted Units",267
"Montville","0901148900",2009,"Number","Total Assisted Units",278
"Montville","0901148900",2010,"Number","Total Assisted Units",294
"Montville","0901148900",2011,"Number","Total Assisted Units",288
"Montville","0901148900",2012,"Number","Total Assisted Units",312
"Montville","0901148900",2013,"Number","Total Assisted Units",373
"Montville","0901148900",2014,"Number","Total Assisted Units",349
"Montville","0901148900",2015,"Number","Total Assisted Units",375
"Montville","0901148900",2016,"Number","Total Assisted Units",349
"Morris","0900549460",2002,"Number","Total Assisted Units",26
"Morris","0900549460",2003,"Number","Total Assisted Units",21
"Morris","0900549460",2004,"Number","Total Assisted Units",21
"Morris","0900549460",2005,"Number","Total Assisted Units",21
"Morris","0900549460",2006,"Number","Total Assisted Units",21
"Morris","0900549460",2007,"Number","Total Assisted Units",21
"Morris","0900549460",2008,"Number","Total Assisted Units",21
"Morris","0900549460",2009,"Number","Total Assisted Units",22
"Morris","0900549460",2010,"Number","Total Assisted Units",20
"Morris","0900549460",2011,"Number","Total Assisted Units",22
"Morris","0900549460",2012,"Number","Total Assisted Units",22
"Morris","0900549460",2013,"Number","Total Assisted Units",23
"Morris","0900549460",2014,"Number","Total Assisted Units",25
"Morris","0900549460",2015,"Number","Total Assisted Units",25
"Morris","0900549460",2016,"Number","Total Assisted Units",25
"Naugatuck","0900949950",2002,"Number","Total Assisted Units",1311
"Naugatuck","0900949950",2003,"Number","Total Assisted Units",1149
"Naugatuck","0900949950",2004,"Number","Total Assisted Units",1062
"Naugatuck","0900949950",2005,"Number","Total Assisted Units",1107
"Naugatuck","0900949950",2006,"Number","Total Assisted Units",1109
"Naugatuck","0900949950",2007,"Number","Total Assisted Units",997
"Naugatuck","0900949950",2008,"Number","Total Assisted Units",1129
"Naugatuck","0900949950",2009,"Number","Total Assisted Units",1067
"Naugatuck","0900949950",2010,"Number","Total Assisted Units",1081
"Naugatuck","0900949950",2011,"Number","Total Assisted Units",1066
"Naugatuck","0900949950",2012,"Number","Total Assisted Units",1086
"Naugatuck","0900949950",2013,"Number","Total Assisted Units",1097
"Naugatuck","0900949950",2014,"Number","Total Assisted Units",1216
"Naugatuck","0900949950",2015,"Number","Total Assisted Units",1134
"Naugatuck","0900949950",2016,"Number","Total Assisted Units",1050
"New Britain","0900350440",2002,"Number","Total Assisted Units",5891
"New Britain","0900350440",2003,"Number","Total Assisted Units",5885
"New Britain","0900350440",2004,"Number","Total Assisted Units",5341
"New Britain","0900350440",2005,"Number","Total Assisted Units",5292
"New Britain","0900350440",2006,"Number","Total Assisted Units",5265
"New Britain","0900350440",2007,"Number","Total Assisted Units",5491
"New Britain","0900350440",2008,"Number","Total Assisted Units",5458
"New Britain","0900350440",2009,"Number","Total Assisted Units",5610
"New Britain","0900350440",2010,"Number","Total Assisted Units",5485
"New Britain","0900350440",2011,"Number","Total Assisted Units",6189
"New Britain","0900350440",2012,"Number","Total Assisted Units",6345
"New Britain","0900350440",2013,"Number","Total Assisted Units",6467
"New Britain","0900350440",2014,"Number","Total Assisted Units",6597
"New Britain","0900350440",2015,"Number","Total Assisted Units",6281
"New Britain","0900350440",2016,"Number","Total Assisted Units",5689
"New Canaan","0900150580",2002,"Number","Total Assisted Units",142
"New Canaan","0900150580",2003,"Number","Total Assisted Units",175
"New Canaan","0900150580",2004,"Number","Total Assisted Units",176
"New Canaan","0900150580",2005,"Number","Total Assisted Units",177
"New Canaan","0900150580",2006,"Number","Total Assisted Units",178
"New Canaan","0900150580",2007,"Number","Total Assisted Units",178
"New Canaan","0900150580",2008,"Number","Total Assisted Units",178
"New Canaan","0900150580",2009,"Number","Total Assisted Units",180
